"id","varSeas_stl","varInterannual_stl","varRem_stl","varSeas_clas","varInterannual_clas","varRem_clas","varSeas_fourier","varInterannual_fourier","varRem_fourier"
1,0.131742745013345,0.211172786227379,0.557968205380241,0.12124769642053,0.0378277651632016,0.82862680581801,0.126143373917591,0.14070012055742,0.733156505524922
2,0.431322895505297,0.148692787661634,0.339943865782258,0.432932355874199,0.0296370293877437,0.532754889287543,0.438133979228581,0.0651310478031568,0.496734972968263
3,0.521773485582239,0.134454571422721,0.296641622807541,0.517996109673134,0.0219460881809238,0.459220901910092,0.518855533733973,0.0690247508330566,0.41211971543297
4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.469675086581134,0.101998173700088,0.391499047881131,0.443498766868844,0.00699941688788406,0.554563852436757,0.462314437691527,0.03926985195227,0.49841571035622
6,NA,NA,NA,0.278646395876152,0.0149761189353537,0.707291251580424,NA,NA,NA
7,0.140038399939548,0.374130368318427,0.38257827947752,0.153161251562748,0.0438483463204033,0.794319336981909,0.142651798316991,0.267214581088678,0.590133620594329
8,0.17402119290157,0.272491418154703,0.406690063784267,0.169935382544564,0.107932748058952,0.682978145873469,0.172038238303626,0.313655118058452,0.514306643637923
9,0.568296682854943,0.133494856873536,0.247905708225152,0.567529026750484,0.0467599349980755,0.382631231860627,0.570920831211891,0.0977556519929208,0.33132351679519
10,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.412167158249509,0.165458945261184,0.351267110331235,0.421166747124135,0.0347082661832646,0.544253306100976,0.421295238972197,0.0968968093380481,0.481807951689722
12,0.251956668593166,0.20820989504574,0.432699751674238,0.250584811226205,0.0326959003312013,0.713961041060227,0.262344423963237,0.128670144016414,0.608985432020321
13,0.240606832646921,0.360935713329246,0.289741259983852,0.173077483153115,0.149296670244051,0.644145675589271,0.225128047314054,0.431950799121525,0.342921153564419
14,0.0718622953055097,0.305125947127463,0.511858281813557,0.0709452741133435,0.0867321723673342,0.826136741969699,0.0705737355379929,0.174061468363751,0.755364796098136
15,0.356585040295692,0.113842427706512,0.433595782908892,0.346855183654132,0.0162924136641633,0.62875354006149,0.357819845179296,0.0571075819457319,0.585072572874948
16,0.534098152960906,0.113353064870584,0.304682275813824,0.473845911165586,0.014678094826925,0.514226585581902,0.532119746882519,0.0641356938766425,0.403744559240838
17,0.269955598493471,0.176075804965237,0.470199605383747,0.251132179521777,0.0217351971568559,0.733667210159743,0.271712381928993,0.122567003189227,0.605720614881774
18,0.519584916714519,0.117798437929381,0.323069206521541,0.482435209805109,0.024366178216589,0.493776156712604,0.509531224047728,0.109984527626103,0.380484248326138
19,NA,NA,NA,0.151774114051871,0.0429142306170693,0.796060261088536,NA,NA,NA
20,0.263000954610269,0.159247869013521,0.508533337118619,0.213593104401946,0.0446499935282016,0.718299271030639,0.263062286024056,0.146169183839406,0.590768530136537
21,0.134175627202173,0.21343220196045,0.551897694359563,0.128786074899242,0.0192312752543191,0.851189351691572,0.135672698791507,0.0730658343153398,0.791261466893167
22,0.19018228431722,0.179160299905053,0.539764347407881,0.239108852965638,0.058235407842717,0.695627655839018,0.197502223521441,0.188811934673126,0.613685841805409
23,0.075394827866842,0.194734002845101,0.615831601231343,0.0774077352547125,0.0198292700010511,0.897083848205872,0.0730307710241834,0.0851317273804002,0.841837501595412
24,0.145394231979314,0.158718514140341,0.61899873364645,0.141920953425805,0.0272834785915626,0.823951012598398,0.13519744487763,0.0540727904151665,0.810729764707202
25,NA,NA,NA,0.202233034845252,0.166979008202741,0.587384936075481,NA,NA,NA
26,0.171200334829064,0.233110446832347,0.494671532192885,0.135021634262243,0.112132678056076,0.741897099497172,0.165961376158609,0.171098675835731,0.662939948005682
27,0.105542981553303,0.221201244189519,0.565060095661071,0.099567420301357,0.0522094945961685,0.831714400164423,0.100743730937612,0.168010465617227,0.73124580344508
28,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.165845179794726,0.162874031206484,0.597537376602717,0.156295248060551,0.0274021389085315,0.814058610410024,0.156002704395941,0.100954619173163,0.743042676430912
30,0.153734361590968,0.180051733665909,0.590898479566225,0.103160258984466,0.0330761635620535,0.861038475299946,0.143398066597229,0.109887632561145,0.746714300841658
31,0.337554354865128,0.18041342764323,0.403096268458601,0.368463283404768,0.0344337001863737,0.602231575649501,0.34221814924464,0.0997877256200733,0.557994125135274
32,NA,NA,NA,0.2579073254756,0.0105107123127727,0.736533589511409,NA,NA,NA
33,0.239167496530653,0.194280701818477,0.472241417258987,0.232201994682303,0.0457176544730862,0.728006801952393,0.235975997209177,0.108657800946307,0.655366201844514
34,0.501994837387753,0.131482692803628,0.298941217606907,0.505276292081081,0.0144348293019183,0.47607576136625,0.506131544133206,0.0683802963512068,0.425488159515587
35,0.716493686431872,0.0883269127477481,0.161774987111411,0.712531131665949,0.0256669433436879,0.257366476031696,0.720342630776627,0.0684430232018195,0.211214346021554
36,0.312729715414265,0.152806762214966,0.467203832746731,0.25022308859098,0.0269621608561965,0.718194757573203,0.30579313982972,0.119651875847497,0.574554984322775
37,0.0420983685033583,0.354130147044747,0.492499687152386,0.0422920721328657,0.143188603147887,0.801331997210624,0.0403485729908579,0.247756530072382,0.711894896936735
38,0.222874927520279,0.278658904922962,0.410717901269666,0.220837956880379,0.0929147722304959,0.673773168582616,0.218715891361356,0.219021960886427,0.562262147752218
39,0.0853672258396502,0.343502370634568,0.450471425338803,0.0840857899005568,0.137981869278428,0.738053381547475,0.0852544656044311,0.315989503925266,0.598756030470299
40,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.577888529122195,0.0970464989769152,0.260294063923543,0.59093177991107,0.0256056798675928,0.386585999209162,0.590181421928414,0.112427994912383,0.297390583159217
42,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.745571289533692,0.0427119982367205,0.182029544507873,0.762662468274788,0.00932429505922657,0.237713496861085,0.749950343205118,0.0502917819056193,0.199757874889262
44,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.743208602877538,0.0752238121039979,0.132058134274292,0.758692305191808,0.0196575638419927,0.214771755292438,0.759879439551201,0.0710250926998924,0.169095467748903
46,0.717176166739983,0.112148162270882,0.116923630715502,0.658516368884799,0.0808039284519687,0.256162026978399,0.733001684990248,0.131532296064167,0.135466018945676
47,0.561903473040922,0.113266210075793,0.273701366723385,0.519015322939618,0.0246301619508702,0.460076942266279,0.563702845303489,0.0531850680090275,0.38311208668748
48,0.338621616550831,0.163054226505502,0.392664901128399,0.366828068552821,0.0377936854094394,0.596351627947236,0.327857570134465,0.168816505014717,0.503325924850808
49,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.245743148965037,0.129635892678101,0.543576625019607,NA,NA,NA,0.23348143601798,0.0704075657810155,0.696110998201003
55,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.0634106970429174,0.225255567703083,0.580163167134832,0.0776291535793216,0.0674542065980093,0.853419228711365,0.0740714769851096,0.265930796187405,0.659997726827489
57,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.123099046860641,0.27861431551749,0.489012939323965,0.121435645336085,0.0792705571238598,0.78896437417045,0.122131704397909,0.20994353884585,0.667924756756243
59,0.783422921373001,0.0543313554089555,0.111645313315189,0.802909132129363,0.0127074267547895,0.177778254862639,0.804345670029638,0.0486743078955303,0.146980022074831
60,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.172385026366663,0.164191726741778,0.549642421209517,NA,NA,NA,0.169685058901887,0.219579181317489,0.61073575978069
62,0.470605514058854,0.15124687370773,0.31709541145917,0.467771313488219,0.0154649891822674,0.516910103135092,0.468818840859962,0.0845332213829224,0.446647937757129
63,0.102081290501934,0.148402587650276,0.658201505797034,0.104565514362138,0.0106979787200745,0.881701860074446,0.09397296824743,0.0419923960799291,0.864034635672645
64,0.150225325682656,0.424518746849256,0.334021105194231,0.156380016382236,0.287196819497209,0.531030048410386,0.150032140699898,0.390501411714123,0.459466447585985
65,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.433714234335818,0.134201045461245,0.379373370553561,0.427982760028558,0.0190825292857232,0.541628757476035,0.423000861731824,0.0841880925453008,0.492811045722872
67,0.0719990597117366,0.222375475757838,0.579199612732953,0.0655769780010044,0.0240724170359253,0.910289925265363,0.0738310648471872,0.0816139049993753,0.844555030153861
68,NA,NA,NA,0.0826306458888781,0.0338516807647169,0.881529743036824,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.286876892523455,0.167138848221965,0.465348130844954,0.378969894041441,0.0320236012883366,0.595218031640307,0.271166046459774,0.148497835456581,0.580336118083621
71,0.283175160039339,0.248518750610174,0.370999625581105,0.29469143860257,0.13138618555062,0.580859701677457,0.268515075540979,0.245934958592978,0.48554996586607
72,NA,NA,NA,0.317568665740527,0.0382557019100441,0.651759674081656,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.529209748636517,0.10425991439386,0.315382865490695,0.44819914997689,0.0276596262210194,0.522933602647672,0.534060637863454,0.0681474831808227,0.397791878955721
75,0.178748451626374,0.242899360360207,0.488590632467148,0.176706507625593,0.0571371875151956,0.76303930534404,0.177439077534507,0.148901159188614,0.673659763276884
76,0.148004615361741,0.350176165416751,0.413277354517175,0.147183875751176,0.180904572251641,0.659963099979543,0.146449198964258,0.275832266694691,0.577718534341049
77,0.409752039621992,0.146126641051947,0.362280091094038,0.404203386025806,0.0110832723758423,0.585489489718254,0.412114014095391,0.0727928272707611,0.515093158633839
78,0.0502416803394584,0.238178050824415,0.601911423269864,0.0240445107702115,0.0354836271555922,0.937734569834349,0.0480420113263923,0.10822853007357,0.843729458600067
79,0.0377005213297075,0.402291540133416,0.458640484225341,0.0392627048640558,0.217071806883603,0.723726449135239,0.0397693116400929,0.325792766580277,0.634437921779631
80,0.154365334927162,0.190882444757632,0.503551079722945,0.125633553395205,0.021866405414752,0.849298927687821,0.163442080609578,0.105716766426375,0.730841152963994
81,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.243895247767152,0.334091219920602,0.320946215683807,0.240840971320525,0.162944060761765,0.574021379192115,0.240880403832399,0.342727165211379,0.416392430956238
83,0.153869980613719,0.668686299082056,0.121233338044789,0.146132822746397,0.595789470018236,0.219406952858424,0.14676122032448,0.702174655970321,0.151064123705199
84,0.195560890847773,0.234437931215151,0.476710052518173,0.19495394762093,0.0337463249160867,0.76774983772794,0.195409510518525,0.104449591359231,0.700140898122241
85,0.204376853607354,0.220351833699575,0.468960043170629,0.0944329322222126,0.213454475144817,0.685560837525137,0.223518690169952,0.182934897311409,0.593546412518612
86,0.300785127658587,0.199403801579224,0.412778613621845,0.326227053628762,0.0462915394453467,0.621506893541742,0.304060786351886,0.119170935781583,0.576768277866509
87,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.115905155475491,0.300516860403187,0.494170835075508,0.110267555579542,0.122356814936006,0.769516897508836,0.109567317616125,0.232113100202115,0.658319582181761
90,0.372586905115878,0.24154314907398,0.289072298267309,0.320111393500226,0.132036579979781,0.535211290469798,0.372428295196419,0.339924932299176,0.287646772504402
91,0.288530733633723,0.159018217797133,0.454587394952085,0.306167137246275,0.0245601934772266,0.668655704743317,0.296826361166946,0.0677750413656808,0.635398597467368
92,0.208205972181489,0.186924268618137,0.507372139399289,0.218860774655908,0.0247334091932095,0.753175612872232,0.208439485075369,0.107166546126105,0.684393968798527
93,0.414411069949952,0.176722409397824,0.341811552341383,0.414058874029044,0.030753356693784,0.550817890330845,0.413018465133437,0.0925922144700529,0.494389320396549
94,0.27281222334695,0.12057785500131,0.501796927788042,0.227146843766174,0.0188665256428449,0.752025939597655,0.29323641352023,0.0969211051093236,0.609842481370458
95,0.0493269175470919,0.433995271705452,0.406878223045784,0.0490814552248883,0.266105997139092,0.654155956704046,0.0505026166976484,0.394780767612245,0.554716615690098
96,0.178739993454426,0.461408805745311,0.286800942691485,0.175299854248884,0.294561798966893,0.479186316553636,0.166400188800047,0.497625649458168,0.335974161741787
97,0.235162024527514,0.193501703975726,0.493223568028189,0.22352682941539,0.037884227681708,0.73031817784148,0.225653475294954,0.108570919849517,0.665775604855554
98,0.0577689589175391,0.254563518814648,0.544868897432462,0.0609452804606186,0.0814679059312389,0.843731928010414,0.0623634012692448,0.22365569229636,0.713980906434389
99,0.552222748576077,0.131147032689408,0.278551729007159,NA,NA,NA,0.522968818801842,0.10974726091511,0.367283920283046
100,0.51710489300739,0.141217680160968,0.277583971569964,0.526126475216625,0.042236088582111,0.42169678130382,0.526985259372589,0.115159085395725,0.357855655231685
101,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.290072786372501,0.259265219892955,0.361534447779848,0.294338696007425,0.0515159310670326,0.649387988799109,0.291164451475306,0.154348253834414,0.5544872946903
103,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0.579115440950369,0.145603957068063,0.229348184781544,0.508664408403604,0.0433833924278449,0.440264924306078,0.551986296281809,0.139946805490977,0.308066898227212
106,0.101193231713818,0.309404746834206,0.450437311824005,0.115054130672618,0.112687089523029,0.755833342359206,0.0945037896468041,0.358284421527151,0.547211788826053
107,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,0.104322603425517,0.253467231576446,0.518132476659531,0.0538887828364275,0.0810207818500151,0.86798196647118,0.110363407588477,0.204508976911606,0.685127615499916
990,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,0.677299865026077,0.0746386569481892,0.220147397521855,0.650274896325718,0.0256314750975806,0.324657715207717,0.669417481912007,0.0499082648572667,0.280674253230717
9900,0.689980117120422,0.062747287753979,0.212247424248158,NA,NA,NA,0.675215194047945,0.0614434995786387,0.263341306373415
